code_fiche;code_bonification;date_debut;date_fin;date_limite_engagement;date_limite_achevement
TRA-SE-107;GPE;2016-01-01;;2021-12-31;2022-08-31
TRA-SE-108;GPE;2016-01-01;;2021-12-31;2022-08-31
TRA-SE-109;GPE;2016-01-01;;2021-12-31;2022-08-31
TRA-SE-110;GPE;2016-01-01;;2021-12-31;2022-08-31
TRA-SE-111;GPE;2016-01-01;;2021-12-31;2022-08-31
TRA-SE-112;GPE;2016-01-01;;2021-12-31;2022-08-31
TRA-SE-113;GPE;2016-01-01;;2021-12-31;2022-08-31
TRA-SE-114;GPE;2023-01-01;;2021-12-31;2022-08-31
TRA-SE-115;GPE;2023-01-01;;2021-12-31;2022-08-31
TRA-SE-116;GPE;2022-10-29;2022-05-14;2021-12-31;2022-08-31
TRA-SE-114;TRA-SE-114;2023-01-01;;2023-12-31;2024-01-31
TRA-SE-115;TRA-SE-115;2023-01-01;;2024-12-31;2025-01-31
TRA-SE-116;TRA-SE-116;2022-10-29;;;
AGRI-EQ-101;ZNI;2015-01-01;;;
AGRI-EQ-102;ZNI;2015-01-01;;;
AGRI-EQ-104;ZNI;2015-01-01;;;
AGRI-EQ-105;ZNI;2018-12-19;;;
AGRI-EQ-106;ZNI;2020-01-31;;;
AGRI-EQ-107;ZNI;2021-07-31;;;
AGRI-EQ-108;ZNI;2021-07-31;2021-04-16;;
AGRI-EQ-109;ZNI;2021-07-31;2021-04-16;;
AGRI-EQ-110;ZNI;2021-07-31;;;
AGRI-SE-101;ZNI;2016-01-04;2021-04-16;;
AGRI-TH-101;ZNI;2015-01-01;;;
AGRI-TH-102;ZNI;2015-01-01;;;
AGRI-TH-103;ZNI;2015-01-01;;;
AGRI-TH-104;ZNI;2015-01-01;2020-09-30;;
AGRI-TH-105;ZNI;2015-01-01;;;
AGRI-TH-108;ZNI;2015-01-01;2020-09-30;;
AGRI-TH-109;ZNI;2015-01-01;2021-04-16;;
AGRI-TH-110;ZNI;2015-01-01;2021-04-16;;
AGRI-TH-113;ZNI;2015-01-01;;;
AGRI-TH-116;ZNI;2015-01-01;2020-03-31;;
AGRI-TH-117;ZNI;2015-01-01;;;
AGRI-TH-118;ZNI;2015-01-01;;;
AGRI-TH-119;ZNI;2018-12-19;;;
AGRI-UT-101;ZNI;2015-01-01;2016-12-22;;
AGRI-UT-102;ZNI;2015-01-01;2016-05-31;;
AGRI-UT-103;ZNI;2016-01-04;;;
AGRI-UT-104;ZNI;2015-01-01;;;
BAR-EN-101;ZNI;2015-01-01;2021-04-16;;
BAR-EN-102;ZNI;2015-01-01;2021-04-16;;
BAR-EN-103;ZNI;2015-01-01;2021-04-16;;
BAR-EN-104;ZNI;2015-01-01;2021-04-16;;
BAR-EN-105;ZNI;2015-01-01;2021-04-16;;
BAR-EN-106;ZNI;2015-01-01;2020-08-31;;
BAR-EN-107;ZNI;2015-01-01;2016-03-12;;
BAR-EN-108;ZNI;2015-01-01;2021-04-16;;
BAR-EN-109;ZNI;2016-12-23;;;
BAR-EN-110;ZNI;2020-08-03;;;
BAR-EQ-101;ZNI;2015-01-01;2017-09-30;;
BAR-EQ-102;ZNI;2015-01-01;2021-04-16;;
BAR-EQ-103;ZNI;2015-01-01;2021-04-16;;
BAR-EQ-110;ZNI;2015-01-01;;;
BAR-EQ-111;ZNI;2015-01-01;2021-04-16;;
BAR-EQ-112;ZNI;2015-01-01;2016-04-30;;
BAR-EQ-113;ZNI;2015-01-01;2018-12-31;;
BAR-EQ-114;ZNI;2015-01-01;2018-12-31;;
BAR-EQ-115;ZNI;2019-01-01;;;
BAR-SE-104;ZNI;2016-01-04;;;
BAR-SE-105;ZNI;2018-12-19;;;
BAR-SE-106;ZNI;2020-04-01;;;
BAR-SE-107;ZNI;2020-12-31;;;
BAR-SE-108;ZNI;2022-10-14;;;
BAR-SE-109;ZNI;2023-09-30;;;
BAR-TH-101;ZNI;2015-01-01;;;
BAR-TH-102;ZNI;2015-01-01;;;
BAR-TH-104;ZNI;2015-01-01;2021-04-16;;
BAR-TH-106;ZNI;2015-01-01;2021-04-16;;
BAR-TH-107;ZNI;2015-01-01;;;
BAR-TH-107-SE;ZNI;2015-01-01;;;
BAR-TH-110;ZNI;2015-01-01;;;
BAR-TH-111;ZNI;2015-01-01;;;
BAR-TH-112;ZNI;2015-01-01;2021-04-16;;
BAR-TH-113;ZNI;2015-01-01;2021-04-16;;
BAR-TH-115;ZNI;2015-01-01;2018-03-31;;
BAR-TH-116;ZNI;2015-01-01;;;
BAR-TH-117;ZNI;2015-01-01;;;
BAR-TH-118;ZNI;2015-01-01;2021-04-16;;
BAR-TH-121;ZNI;2015-01-01;2020-09-30;;
BAR-TH-122;ZNI;2015-01-01;;;
BAR-TH-123;ZNI;2015-01-01;2021-04-16;;
BAR-TH-124;ZNI;2015-01-01;2020-09-30;;
BAR-TH-125;ZNI;2015-01-01;2021-04-16;;
BAR-TH-127;ZNI;2015-01-01;2021-04-16;;
BAR-TH-129;ZNI;2015-01-01;2018-03-31;;
BAR-TH-130;ZNI;2015-01-01;2021-04-16;;
BAR-TH-131;ZNI;2015-01-01;2018-03-31;;
BAR-TH-135;ZNI;2015-01-01;2020-09-30;;
BAR-TH-137;ZNI;2015-01-01;2021-04-16;;
BAR-TH-139;ZNI;2015-01-01;2017-01-31;;
BAR-TH-141;ZNI;2015-01-01;;;
BAR-TH-143;ZNI;2015-01-01;2021-04-16;;
BAR-TH-145;ZNI;2015-01-01;2021-04-16;;
BAR-TH-148;ZNI;2015-01-01;2014-12-31;;
BAR-TH-150;ZNI;2015-01-01;;;
BAR-TH-155;ZNI;2015-01-01;2021-04-16;;
BAR-TH-158;ZNI;2015-01-01;2020-09-30;;
BAR-TH-159;ZNI;2017-08-09;2021-04-16;;
BAR-TH-160;ZNI;2018-04-01;2021-04-16;;
BAR-TH-161;ZNI;2018-12-19;2021-04-16;;
BAR-TH-162;ZNI;2018-12-19;;;
BAR-TH-163;ZNI;2019-06-10;2021-04-16;;
BAR-TH-164;ZNI;2019-09-01;2021-04-16;;
BAR-TH-165;ZNI;2020-05-20;;;
BAR-TH-166;ZNI;2021-07-31;;;
BAR-TH-167;ZNI;2021-07-31;;;
BAR-TH-168;ZNI;2021-12-29;;;
BAR-TH-169;ZNI;2022-08-05;;;
BAR-TH-170;ZNI;2023-09-30;2021-04-16;;
BAR-TH-171;ZNI;2024-01-01;2021-04-16;;
BAR-TH-172;ZNI;2024-01-01;2021-04-16;;
BAR-TH-173;ZNI;2023-11-30;2021-04-16;;
BAR-TH-174;ZNI;2024-01-01;2021-04-16;;
BAR-TH-175;ZNI;2024-01-01;2021-04-16;;
BAR-TH-176;ZNI;2023-12-29;2021-04-16;;
BAT-EN-101;ZNI;2015-01-01;2020-08-31;;
BAT-EN-102;ZNI;2015-01-01;2018-03-31;;
BAT-EN-103;ZNI;2015-01-01;2020-08-31;;
BAT-EN-104;ZNI;2015-01-01;2021-04-16;;
BAT-EN-106;ZNI;2016-01-04;2020-08-31;;
BAT-EN-107;ZNI;2015-01-01;2018-03-31;;
BAT-EN-108;ZNI;2016-01-04;;;
BAT-EN-109;ZNI;2016-12-23;;;
BAT-EN-110;ZNI;2015-01-01;;;
BAT-EN-111;ZNI;2021-07-31;;;
BAT-EN-112;ZNI;2021-07-31;;;
BAT-EN-113;ZNI;2023-09-30;;;
BAT-EQ-111;ZNI;2015-01-01;2019-03-31;;
BAT-EQ-114;ZNI;2016-12-23;2019-03-31;;
BAT-EQ-116;ZNI;2015-01-01;2018-03-31;;
BAT-EQ-117;ZNI;2016-12-23;2021-04-16;;
BAT-EQ-123;ZNI;2016-06-01;2017-03-31;;
BAT-EQ-124;ZNI;2015-01-01;;;
BAT-EQ-125;ZNI;2016-06-01;;;
BAT-EQ-126;ZNI;2015-01-01;2018-03-31;;
BAT-EQ-127;ZNI;2015-01-01;2021-04-16;;
BAT-EQ-129;ZNI;2015-01-01;;;
BAT-EQ-130;ZNI;2016-06-01;;;
BAT-EQ-131;ZNI;2015-01-01;;;
BAT-EQ-132;ZNI;2015-01-01;2019-03-31;;
BAT-EQ-133;ZNI;2015-01-01;;;
BAT-EQ-134;ZNI;2021-12-29;2021-04-16;;
BAT-SE-103;ZNI;2016-01-04;;;
BAT-SE-104;ZNI;2019-09-01;;;
BAT-SE-105;ZNI;2020-01-31;;;
BAT-TH-102;ZNI;2015-01-01;2018-12-31;;
BAT-TH-103;ZNI;2015-01-01;2019-09-30;;
BAT-TH-104;ZNI;2015-01-01;2020-03-31;;
BAT-TH-105;ZNI;2015-01-01;2020-03-31;;
BAT-TH-106;ZNI;2015-01-01;2018-03-31;;
BAT-TH-108;ZNI;2016-06-01;;;
BAT-TH-109;ZNI;2016-06-01;2021-04-16;;
BAT-TH-110;ZNI;2015-01-01;;;
BAT-TH-111;ZNI;2015-01-01;;;
BAT-TH-112;ZNI;2015-01-01;2016-05-31;;
BAT-TH-113;ZNI;2015-01-01;2021-04-16;;
BAT-TH-115;ZNI;2015-01-01;2014-12-31;;
BAT-TH-116;ZNI;2015-01-01;2021-04-16;;
BAT-TH-119;ZNI;2015-01-01;2018-03-31;;
BAT-TH-121;ZNI;2015-01-01;2020-09-30;;
BAT-TH-122;ZNI;2016-06-01;;;
BAT-TH-125;ZNI;2015-01-01;2020-03-31;;
BAT-TH-126;ZNI;2015-01-01;2020-03-31;;
BAT-TH-127;ZNI;2015-01-01;2021-04-16;;
BAT-TH-134;ZNI;2016-06-01;;;
BAT-TH-135;ZNI;2015-01-01;;;
BAT-TH-139;ZNI;2015-01-01;2020-09-30;;
BAT-TH-140;ZNI;2015-01-01;2018-12-31;;
BAT-TH-141;ZNI;2015-01-01;2018-12-31;;
BAT-TH-142;ZNI;2016-01-04;2021-04-16;;
BAT-TH-143;ZNI;2015-01-01;;;
BAT-TH-145;ZNI;2015-01-01;;;
BAT-TH-146;ZNI;2018-04-01;2021-04-16;;
BAT-TH-153;ZNI;2018-12-19;;;
BAT-TH-154;ZNI;2018-12-19;;;
BAT-TH-155;ZNI;2018-12-19;2021-04-16;;
BAT-TH-156;ZNI;2019-09-01;;;
BAT-TH-157;ZNI;2020-05-20;2021-04-16;;
BAT-TH-158;ZNI;2021-12-29;2021-04-16;;
BAT-TH-159;ZNI;2021-12-29;;;
BAT-TH-160;ZNI;2023-09-30;2021-04-16;;
IND-BA-110;ZNI;2015-01-01;2016-03-12;;
IND-BA-112;ZNI;2015-01-01;2015-09-30;;
IND-BA-113;ZNI;2015-01-01;;;
IND-BA-114;ZNI;2015-01-01;;;
IND-BA-115;ZNI;2015-01-01;2019-03-31;;
IND-BA-116;ZNI;2018-01-11;2021-04-16;;
IND-BA-117;ZNI;2018-01-11;;;
IND-EN-101;ZNI;2015-01-01;;;
IND-EN-102;ZNI;2016-01-04;2020-08-31;;
IND-UT-102;ZNI;2015-01-01;2015-12-31;;
IND-UT-103;ZNI;2015-01-01;2015-09-30;;
IND-UT-104;ZNI;2015-01-01;;;
IND-UT-105;ZNI;2015-01-01;;;
IND-UT-112;ZNI;2015-01-01;2021-04-16;;
IND-UT-113;ZNI;2015-01-01;;;
IND-UT-114;ZNI;2015-01-01;2016-12-22;;
IND-UT-115;ZNI;2015-01-01;;;
IND-UT-116;ZNI;2015-01-01;;;
IND-UT-117;ZNI;2015-01-01;2020-09-30;;
IND-UT-118;ZNI;2015-01-01;;;
IND-UT-120;ZNI;2015-01-01;;;
IND-UT-121;ZNI;2015-01-01;2021-04-16;;
IND-UT-122;ZNI;2015-01-01;;;
IND-UT-123;ZNI;2015-01-01;2021-04-16;;
IND-UT-124;ZNI;2015-01-01;;;
IND-UT-125;ZNI;2015-01-01;;;
IND-UT-127;ZNI;2015-01-01;2014-12-31;;
IND-UT-129;ZNI;2015-01-01;2020-03-31;;
IND-UT-130;ZNI;2016-01-04;;;
IND-UT-131;ZNI;2016-12-23;2020-03-31;;
IND-UT-132;ZNI;2017-08-09;;;
IND-UT-133;ZNI;2018-12-19;;;
IND-UT-134;ZNI;2018-12-19;2020-09-30;;
IND-UT-135;ZNI;2019-09-01;;;
IND-UT-136;ZNI;2019-09-01;;;
RES-CH-101;ZNI;2015-01-01;;;
RES-CH-103;ZNI;2015-01-01;2020-10-11;;
RES-CH-104;ZNI;2015-01-01;2020-10-11;;
RES-CH-105;ZNI;2016-12-23;2020-10-11;;
RES-CH-106;ZNI;2015-01-01;2021-04-16;;
RES-CH-107;ZNI;2016-12-23;2020-10-11;;
RES-CH-108;ZNI;2020-04-01;2021-04-16;;
RES-EC-101;ZNI;2015-01-01;2021-04-16;;
RES-EC-102;ZNI;2015-01-01;2021-04-16;;
RES-EC-103;ZNI;2015-01-01;;;
RES-EC-104;ZNI;2015-01-01;;;
RES-EC-107;ZNI;2015-01-01;2021-04-16;;
TRA-EQ-101;ZNI;2015-01-01;;;
TRA-EQ-103;ZNI;2015-01-01;;;
TRA-EQ-104;ZNI;2015-01-01;;;
TRA-EQ-106;ZNI;2015-01-01;;;
TRA-EQ-107;ZNI;2015-01-01;;;
TRA-EQ-108;ZNI;2015-01-01;2020-03-31;;
TRA-EQ-109;ZNI;2015-01-01;;;
TRA-EQ-110;ZNI;2015-01-01;;;
TRA-EQ-111;ZNI;2016-12-23;;;
TRA-EQ-113;ZNI;2015-01-01;;;
TRA-EQ-114;ZNI;2015-01-01;;;
TRA-EQ-115;ZNI;2015-01-01;;;
TRA-EQ-117;ZNI;2015-01-01;;;
TRA-EQ-118;ZNI;2015-01-01;;;
TRA-EQ-119;ZNI;2015-01-01;2015-09-30;;
TRA-EQ-120;ZNI;2018-01-11;;;
TRA-EQ-121;ZNI;2018-12-19;2021-04-16;;
TRA-EQ-122;ZNI;2020-01-31;;;
TRA-EQ-123;ZNI;2020-01-31;2021-04-16;;
TRA-EQ-124;ZNI;2020-08-03;;;
TRA-EQ-125;ZNI;2021-07-31;2021-04-16;;
TRA-EQ-126;ZNI;2022-02-23;;;
TRA-EQ-127;ZNI;2023-09-30;2021-04-16;;
TRA-EQ-128;ZNI;2023-12-29;2021-04-16;;
TRA-SE-101;ZNI;2015-01-01;;;
TRA-SE-102;ZNI;2015-01-01;;;
TRA-SE-104;ZNI;2015-01-01;;;
TRA-SE-105;ZNI;2015-01-01;;;
TRA-SE-106;ZNI;2015-01-01;2014-12-31;;
TRA-SE-107;ZNI;2015-01-01;;;
TRA-SE-108;ZNI;2015-01-01;;;
TRA-SE-109;ZNI;2015-01-01;;;
TRA-SE-110;ZNI;2015-01-01;;;
TRA-SE-111;ZNI;2015-01-01;;;
TRA-SE-112;ZNI;2015-01-01;;;
TRA-SE-113;ZNI;2015-01-01;;;
TRA-SE-114;ZNI;2023-01-01;;;
TRA-SE-115;ZNI;2023-01-01;;;
TRA-SE-116;ZNI;2022-10-29;2021-04-16;;
AGRI-EQ-101;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
AGRI-EQ-102;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
AGRI-EQ-104;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
AGRI-EQ-105;ZNI-GPE;2018-12-19;;2021-12-31;2022-04-30
AGRI-EQ-106;ZNI-GPE;2020-01-31;;2021-12-31;2022-04-30
AGRI-EQ-107;ZNI-GPE;2021-07-31;;2021-12-31;2022-04-30
AGRI-EQ-108;ZNI-GPE;2021-07-31;2021-04-16;2021-12-31;2022-04-30
AGRI-EQ-109;ZNI-GPE;2021-07-31;2021-04-16;2021-12-31;2022-04-30
AGRI-EQ-110;ZNI-GPE;2021-07-31;;2021-12-31;2022-04-30
AGRI-SE-101;ZNI-GPE;2016-01-04;2021-04-16;2021-12-31;2022-04-30
AGRI-TH-101;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
AGRI-TH-102;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
AGRI-TH-103;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
AGRI-TH-104;ZNI-GPE;2015-01-01;2020-09-30;2021-12-31;2022-04-30
AGRI-TH-105;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
AGRI-TH-108;ZNI-GPE;2015-01-01;2020-09-30;2021-12-31;2022-04-30
AGRI-TH-109;ZNI-GPE;2015-01-01;2021-04-16;2021-12-31;2022-04-30
AGRI-TH-110;ZNI-GPE;2015-01-01;2021-04-16;2021-12-31;2022-04-30
AGRI-TH-113;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
AGRI-TH-116;ZNI-GPE;2015-01-01;2020-03-31;2021-12-31;2022-04-30
AGRI-TH-117;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
AGRI-TH-118;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
AGRI-TH-119;ZNI-GPE;2018-12-19;;2021-12-31;2022-04-30
AGRI-UT-101;ZNI-GPE;2015-01-01;2016-12-22;2021-12-31;2022-04-30
AGRI-UT-102;ZNI-GPE;2015-01-01;2016-05-31;2021-12-31;2022-04-30
AGRI-UT-103;ZNI-GPE;2016-01-04;;2021-12-31;2022-04-30
AGRI-UT-104;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
BAR-EN-101;ZNI-GPE;2015-01-01;2021-04-16;2021-05-01;2021-09-30
BAR-EN-102;ZNI-GPE;2015-01-01;2021-04-16;2021-12-31;2022-04-30
BAR-EN-103;ZNI-GPE;2015-01-01;2021-04-16;2021-05-01;2021-09-30
BAR-EN-104;ZNI-GPE;2015-01-01;2021-04-16;2021-12-31;2022-04-30
BAR-EN-105;ZNI-GPE;2015-01-01;2021-04-16;2021-12-31;2022-04-30
BAR-EN-106;ZNI-GPE;2015-01-01;2020-08-31;2021-12-31;2022-04-30
BAR-EN-107;ZNI-GPE;2015-01-01;2016-03-12;2021-12-31;2022-04-30
BAR-EN-108;ZNI-GPE;2015-01-01;2021-04-16;2021-12-31;2022-04-30
BAR-EN-109;ZNI-GPE;2016-12-23;;2021-12-31;2022-04-30
BAR-EN-110;ZNI-GPE;2020-08-03;;2021-12-31;2022-04-30
BAR-EQ-101;ZNI-GPE;2015-01-01;2017-09-30;2021-12-31;2022-04-30
BAR-EQ-102;ZNI-GPE;2015-01-01;2021-04-16;2021-12-31;2022-04-30
BAR-EQ-103;ZNI-GPE;2015-01-01;2021-04-16;2021-12-31;2022-04-30
BAR-EQ-110;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
BAR-EQ-111;ZNI-GPE;2015-01-01;2021-04-16;2021-12-31;2022-04-30
BAR-EQ-112;ZNI-GPE;2015-01-01;2016-04-30;2021-12-31;2022-04-30
BAR-EQ-113;ZNI-GPE;2015-01-01;2018-12-31;2021-12-31;2022-04-30
BAR-EQ-114;ZNI-GPE;2015-01-01;2018-12-31;2021-12-31;2022-04-30
BAR-EQ-115;ZNI-GPE;2019-01-01;;2021-12-31;2022-04-30
BAR-SE-104;ZNI-GPE;2016-01-04;;2021-12-31;2022-04-30
BAR-SE-105;ZNI-GPE;2018-12-19;;2021-12-31;2022-04-30
BAR-SE-106;ZNI-GPE;2020-04-01;;2021-12-31;2022-04-30
BAR-SE-107;ZNI-GPE;2020-12-31;;2021-12-31;2022-04-30
BAR-SE-108;ZNI-GPE;2022-10-14;;2021-12-31;2022-04-30
BAR-SE-109;ZNI-GPE;2023-09-30;;2021-12-31;2022-04-30
BAR-TH-101;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
BAR-TH-102;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
BAR-TH-104;ZNI-GPE;2015-01-01;2021-04-16;2021-12-31;2022-04-30
BAR-TH-106;ZNI-GPE;2015-01-01;2021-04-16;2021-12-31;2022-04-30
BAR-TH-107;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
BAR-TH-107-SE;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
BAR-TH-110;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
BAR-TH-111;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
BAR-TH-112;ZNI-GPE;2015-01-01;2021-04-16;2021-12-31;2022-04-30
BAR-TH-113;ZNI-GPE;2015-01-01;2021-04-16;2021-12-31;2022-04-30
BAR-TH-115;ZNI-GPE;2015-01-01;2018-03-31;2021-12-31;2022-04-30
BAR-TH-116;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
BAR-TH-117;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
BAR-TH-118;ZNI-GPE;2015-01-01;2021-04-16;2021-12-31;2022-04-30
BAR-TH-121;ZNI-GPE;2015-01-01;2020-09-30;2021-12-31;2022-04-30
BAR-TH-122;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
BAR-TH-123;ZNI-GPE;2015-01-01;2021-04-16;2021-12-31;2022-04-30
BAR-TH-124;ZNI-GPE;2015-01-01;2020-09-30;2021-12-31;2022-04-30
BAR-TH-125;ZNI-GPE;2015-01-01;2021-04-16;2021-12-31;2022-04-30
BAR-TH-127;ZNI-GPE;2015-01-01;2021-04-16;2021-12-31;2022-04-30
BAR-TH-129;ZNI-GPE;2015-01-01;2018-03-31;2021-12-31;2022-04-30
BAR-TH-130;ZNI-GPE;2015-01-01;2021-04-16;2021-12-31;2022-04-30
BAR-TH-131;ZNI-GPE;2015-01-01;2018-03-31;2021-12-31;2022-04-30
BAR-TH-135;ZNI-GPE;2015-01-01;2020-09-30;2021-12-31;2022-04-30
BAR-TH-137;ZNI-GPE;2015-01-01;2021-04-16;2021-12-31;2022-04-30
BAR-TH-139;ZNI-GPE;2015-01-01;2017-01-31;2021-12-31;2022-04-30
BAR-TH-141;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
BAR-TH-143;ZNI-GPE;2015-01-01;2021-04-16;2021-12-31;2022-04-30
BAR-TH-145;ZNI-GPE;2015-01-01;2021-04-16;2021-12-31;2022-04-30
BAR-TH-148;ZNI-GPE;2015-01-01;2014-12-31;2021-12-31;2022-04-30
BAR-TH-150;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
BAR-TH-155;ZNI-GPE;2015-01-01;2021-04-16;2021-12-31;2022-04-30
BAR-TH-158;ZNI-GPE;2015-01-01;2020-09-30;2021-12-31;2022-04-30
BAR-TH-159;ZNI-GPE;2017-08-09;2021-04-16;2021-12-31;2022-04-30
BAR-TH-160;ZNI-GPE;2018-04-01;2021-04-16;2021-12-31;2022-04-30
BAR-TH-161;ZNI-GPE;2018-12-19;2021-04-16;2021-12-31;2022-04-30
BAR-TH-162;ZNI-GPE;2018-12-19;;2021-12-31;2022-04-30
BAR-TH-163;ZNI-GPE;2019-06-10;2021-04-16;2021-12-31;2022-04-30
BAR-TH-164;ZNI-GPE;2019-09-01;2021-04-16;2021-12-31;2022-04-30
BAR-TH-165;ZNI-GPE;2020-05-20;;2021-12-31;2022-04-30
BAR-TH-166;ZNI-GPE;2021-07-31;;2021-12-31;2022-04-30
BAR-TH-167;ZNI-GPE;2021-07-31;;2021-12-31;2022-04-30
BAR-TH-168;ZNI-GPE;2021-12-29;;2021-12-31;2022-04-30
BAR-TH-169;ZNI-GPE;2022-08-05;;2021-12-31;2022-04-30
BAR-TH-170;ZNI-GPE;2023-09-30;2021-04-16;2021-12-31;2022-04-30
BAR-TH-171;ZNI-GPE;2024-01-01;2021-04-16;2021-12-31;2022-04-30
BAR-TH-172;ZNI-GPE;2024-01-01;2021-04-16;2021-12-31;2022-04-30
BAR-TH-173;ZNI-GPE;2023-11-30;2021-04-16;2021-12-31;2022-04-30
BAR-TH-174;ZNI-GPE;2024-01-01;2021-04-16;2021-12-31;2022-04-30
BAR-TH-175;ZNI-GPE;2024-01-01;2021-04-16;2021-12-31;2022-04-30
BAR-TH-176;ZNI-GPE;2023-12-29;2021-04-16;2021-12-31;2022-04-30
BAT-EN-101;ZNI-GPE;2015-01-01;2020-08-31;2021-12-31;2022-04-30
BAT-EN-102;ZNI-GPE;2015-01-01;2018-03-31;2021-12-31;2022-04-30
BAT-EN-103;ZNI-GPE;2015-01-01;2020-08-31;2021-12-31;2022-04-30
BAT-EN-104;ZNI-GPE;2015-01-01;2021-04-16;2021-12-31;2022-04-30
BAT-EN-106;ZNI-GPE;2016-01-04;2020-08-31;2021-12-31;2022-04-30
BAT-EN-107;ZNI-GPE;2015-01-01;2018-03-31;2021-12-31;2022-04-30
BAT-EN-108;ZNI-GPE;2016-01-04;;2021-12-31;2022-04-30
BAT-EN-109;ZNI-GPE;2016-12-23;;2021-12-31;2022-04-30
BAT-EN-110;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
BAT-EN-111;ZNI-GPE;2021-07-31;;2021-12-31;2022-04-30
BAT-EN-112;ZNI-GPE;2021-07-31;;2021-12-31;2022-04-30
BAT-EN-113;ZNI-GPE;2023-09-30;;2021-12-31;2022-04-30
BAT-EQ-111;ZNI-GPE;2015-01-01;2019-03-31;2021-12-31;2022-04-30
BAT-EQ-114;ZNI-GPE;2016-12-23;2019-03-31;2021-12-31;2022-04-30
BAT-EQ-116;ZNI-GPE;2015-01-01;2018-03-31;2021-12-31;2022-04-30
BAT-EQ-117;ZNI-GPE;2016-12-23;2021-04-16;2021-12-31;2022-04-30
BAT-EQ-123;ZNI-GPE;2016-06-01;2017-03-31;2021-12-31;2022-04-30
BAT-EQ-124;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
BAT-EQ-125;ZNI-GPE;2016-06-01;;2021-12-31;2022-04-30
BAT-EQ-126;ZNI-GPE;2015-01-01;2018-03-31;2021-12-31;2022-04-30
BAT-EQ-127;ZNI-GPE;2015-01-01;2021-04-16;2021-12-31;2022-04-30
BAT-EQ-129;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
BAT-EQ-130;ZNI-GPE;2016-06-01;;2021-12-31;2022-04-30
BAT-EQ-131;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
BAT-EQ-132;ZNI-GPE;2015-01-01;2019-03-31;2021-12-31;2022-04-30
BAT-EQ-133;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
BAT-EQ-134;ZNI-GPE;2021-12-29;2021-04-16;2021-12-31;2022-04-30
BAT-SE-103;ZNI-GPE;2016-01-04;;2021-12-31;2022-04-30
BAT-SE-104;ZNI-GPE;2019-09-01;;2021-12-31;2022-04-30
BAT-SE-105;ZNI-GPE;2020-01-31;;2021-12-31;2022-04-30
BAT-TH-102;ZNI-GPE;2015-01-01;2018-12-31;2021-12-31;2022-04-30
BAT-TH-103;ZNI-GPE;2015-01-01;2019-09-30;2021-12-31;2022-04-30
BAT-TH-104;ZNI-GPE;2015-01-01;2020-03-31;2021-12-31;2022-04-30
BAT-TH-105;ZNI-GPE;2015-01-01;2020-03-31;2021-12-31;2022-04-30
BAT-TH-106;ZNI-GPE;2015-01-01;2018-03-31;2021-12-31;2022-04-30
BAT-TH-108;ZNI-GPE;2016-06-01;;2021-12-31;2022-04-30
BAT-TH-109;ZNI-GPE;2016-06-01;2021-04-16;2021-12-31;2022-04-30
BAT-TH-110;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
BAT-TH-111;ZNI-GPE;2015-01-01;;2021-12-31;2022-04-30
BAT-TH-112;ZNI-GPE;2015-01-01;2016-05-31;2021-12-31;2022-04-30
BAT-TH-113;ZNI-GPE;2015-01-01;2021-04-16;2021-12-31;2022-04-30
BAT-TH-115;ZNI-GPE;2015-01-01;2014-12-31;2021-12-31;2022-04-30
BAT-TH-116;ZNI-GPE;2015-01-01;2021-04-16;2021-12-31;2022-04-30
BAT-TH-119;ZNI-GPE;2015-01-01;2018-03-31;2021-12-31;2022-04-30
BAT-TH-121;ZNI-GPE;2015-01-01;2020-09-30;2021-12-31;2022-04-30
BAT-TH-122;ZNI-GPE;2016-06-01;;2021-12-31;2022-04-30
